ShipmentID,Country,Port,Product,Quantity(kg),Value(USD),TransportMode,ETA,ClearanceTime(days),Status
S2186,Vietnam,Cat Lai,Spices,2196.0,18569.0,Road,2025-08-09,6,Hold
S2187,China,Danang,Machinery,3544.0,232966.0,Road,2025-09-30,5,In Transit
S2188,South Korea,Ho Chi Minh,Furniture,3329.0,42860.0,Road,2025-06-03,5,Delivered
S2189,Vietnam,Ho Chi Minh,Textiles,1551.0,207630.0,Road,2025-09-06,6,Delivered
S2190,South Korea,Ho Chi Minh,Spices,2233.0,149587.0,Sea,2025-10-06,1,Delivered
S2191,South Korea,Danang,Toys,1954.0,76695.0,Sea,2025-10-31,3,Hold
S2192,Germany,Cat Lai,Automotive Parts,308.0,258078.0,Air,2025-10-03,4,Delivered
S2193,Vietnam,Haiphong,Machinery,3550.0,247599.0,Sea,2025-01-02,4,Delivered
S2194,Japan,Ho Chi Minh,Spices,3957.0,160976.0,Air,2025-03-29,7,Hold
S2195,Germany,Danang,Spices,527.0,196007.0,Sea,2025-10-14,7,Hold
S2196,Japan,Danang,Pharmaceuticals,1999.0,10636.0,Road,2025-05-10,7,Delayed
S2197,South Korea,Haiphong,Automotive Parts,514.0,266578.0,Road,2025-03-19,4,Hold
S2198,South Korea,Haiphong,Automotive Parts,3745.0,288816.0,Sea,2025-09-17,5,In Transit
S2199,Germany,Danang,Toys,1334.0,272956.0,Sea,2025-08-29,7,Hold
S2200,Germany,Cat Lai,Automotive Parts,2946.0,232693.0,Air,2025-05-21,6,Hold
S2201,Japan,Haiphong,Spices,980.0,5654.0,Air,2025-08-16,3,Delivered
S2202,USA,Danang,Textiles,3500.0,59633.0,Air,2025-06-12,2,Delayed
S2203,Japan,Haiphong,Electronics,1720.0,22143.0,Road,2025-08-24,4,Delivered
S2204,Germany,Cat Lai,Machinery,355.0,60934.0,Road,2025-05-08,6,Delayed
S2205,India,Ho Chi Minh,Electronics,1696.0,108463.0,Road,2025-07-19,3,Delivered
S2206,Germany,Haiphong,Spices,1924.0,130851.0,Road,2025-01-31,3,In Transit
S2207,India,Cat Lai,Electronics,3543.0,34087.0,Air,2025-05-18,1,Delivered
S2208,China,Danang,Spices,,147690.0,Road,2025-01-21,6,Delivered
S2209,Germany,Haiphong,Electronics,3273.0,275590.0,Road,2025-08-22,4,In Transit
S2210,China,Haiphong,Automotive Parts,3005.0,163272.0,Road,2025-07-21,7,In Transit
S2211,USA,Danang,Furniture,921.0,231179.0,Road,2025-10-06,5,Hold
S2212,Japan,Ho Chi Minh,Automotive Parts,3782.0,197537.0,Sea,2025-05-11,7,Delivered
S2213,India,Danang,Automotive Parts,1112.0,222508.0,Air,2025-05-28,3,In Transit
S2214,Japan,Haiphong,Toys,3557.0,123422.0,Air,2025-01-29,3,In Transit
S2215,China,Danang,Pharmaceuticals,10700.0,224631.0,Road,2025-12-27,2,Hold
S2216,India,Cat Lai,Pharmaceuticals,212.0,44148.0,Sea,2025-11-04,7,Delayed
S2217,Japan,Danang,Electronics,2855.0,156770.0,Air,2025-06-11,1,In Transit
S2218,Germany,Haiphong,Spices,697.0,192535.0,Air,2025-12-23,3,In Transit
S2219,South Korea,Danang,Toys,1956.0,83012.0,Road,2025-12-06,3,Delivered
S2220,China,Ho Chi Minh,Automotive Parts,2485.0,61116.0,Road,2025-03-02,5,Hold
S2221,Japan,Danang,Toys,13170.0,149233.0,Air,2025-05-05,5,Delivered
S2222,China,Ho Chi Minh,Electronics,3609.0,37152.0,Air,2025-03-12,2,Delayed
S2223,Thailand,Cat Lai,Pharmaceuticals,,111379.0,Sea,2025-11-22,6,Hold
S2224,China,Ho Chi Minh,Furniture,1394.0,231905.0,Air,2025-12-30,2,Delivered
S2225,India,Danang,Machinery,2204.0,25836.0,Air,2025-08-31,2,In Transit
S2226,Thailand,Haiphong,Electronics,2853.0,226439.0,Road,2025-09-06,5,In Transit
S2227,Vietnam,Ho Chi Minh,Toys,2908.0,191720.0,Air,2025-08-09,7,Hold
S2228,India,Cat Lai,Furniture,1847.0,162403.0,Road,2025-01-21,7,In Transit
S2229,South Korea,Ho Chi Minh,Machinery,1790.0,146835.0,Air,2025-03-23,7,Delivered
S2230,Thailand,Ho Chi Minh,Textiles,3096.0,98109.0,Air,2025-12-10,6,Hold
S2231,Vietnam,Ho Chi Minh,Electronics,3183.0,155259.0,Air,2025-01-10,5,In Transit
S2232,Germany,Cat Lai,Electronics,1690.0,148029.0,Sea,2025-01-12,1,In Transit
S2233,China,Danang,Textiles,2875.0,87018.0,Road,2025-09-20,4,Delayed
S2234,Japan,Ho Chi Minh,Textiles,342.0,128076.0,Sea,2025-05-25,4,Delayed
S2235,USA,Ho Chi Minh,Electronics,1424.0,163177.0,Air,2025-07-11,1,Hold
S2236,China,Haiphong,Textiles,3451.0,184425.0,Sea,2025-09-07,7,Delayed
S2237,Vietnam,Cat Lai,Automotive Parts,2961.0,220657.0,Road,2025-04-24,4,Delivered
S2238,China,Ho Chi Minh,Machinery,3635.0,7637.0,Air,2025-01-26,6,In Transit
S2239,South Korea,Cat Lai,Machinery,2726.0,242989.0,Sea,2025-09-28,5,In Transit
S2240,Germany,Ho Chi Minh,Machinery,764.0,237259.0,Sea,2025-02-02,4,In Transit
S2241,USA,Danang,Automotive Parts,2718.0,87464.0,Road,2025-03-03,6,Hold
S2242,Thailand,Danang,Spices,2631.0,295886.0,Sea,2025-08-17,5,Hold
S2243,Thailand,Ho Chi Minh,Textiles,1915.0,16831.0,Road,2025-10-30,6,Delayed
S2244,Thailand,Danang,Furniture,,,Air,2025-04-05,1,In Transit
S2245,Vietnam,Ho Chi Minh,Textiles,616.0,251983.0,Air,2025-02-04,2,In Transit
S2246,India,Danang,Electronics,2048.0,109824.0,Sea,2025-07-12,1,In Transit
S2247,India,Haiphong,Pharmaceuticals,2555.0,93741.0,Air,2025-03-17,4,In Transit
S2248,Japan,Haiphong,Toys,2896.0,23830.0,Air,2025-09-06,5,In Transit
S2249,USA,Haiphong,Toys,1917.0,74202.0,Sea,2025-03-24,6,Delivered
S2250,Thailand,Cat Lai,Machinery,1590.0,222394.0,Air,2025-01-25,4,In Transit
S2251,India,Cat Lai,Textiles,3272.0,207123.0,Sea,2025-02-26,4,Delivered
S2252,Vietnam,Haiphong,Furniture,1267.0,162699.0,Road,2025-02-01,2,In Transit
S2253,Japan,Cat Lai,Electronics,2986.0,282342.0,Road,2025-11-15,7,Hold
S2254,Germany,Danang,Automotive Parts,2066.0,111471.0,Road,2025-01-12,4,Hold
S2255,Japan,Ho Chi Minh,Spices,1321.0,296619.0,Sea,2025-11-15,2,Delivered
S2256,India,Ho Chi Minh,Automotive Parts,3991.0,241824.0,Sea,2025-11-29,5,In Transit
S2257,South Korea,Ho Chi Minh,Furniture,1488.0,24403.0,Air,2025-04-02,5,Hold
S2258,Vietnam,Haiphong,Electronics,2006.0,8681.0,Air,2025-01-01,6,Hold
S2259,South Korea,Cat Lai,Machinery,2387.0,120260.0,Air,2025-11-22,7,In Transit
S2260,Thailand,Danang,Textiles,1704.0,178364.0,Air,2025-05-16,2,In Transit
S2261,South Korea,Danang,Electronics,3508.0,110386.0,Air,2025-07-15,1,Hold
S2262,Thailand,Haiphong,Toys,3221.0,238378.0,Sea,2025-05-13,5,In Transit
S2263,Thailand,Danang,Spices,1216.0,98246.0,Sea,2025-03-27,7,Delayed
S2264,India,Danang,Automotive Parts,1152.0,100864.0,Road,2025-10-22,6,In Transit
S2265,South Korea,Danang,Spices,3151.0,213886.0,Road,2025-10-06,1,Hold
S2266,Thailand,Danang,Spices,271.0,275561.0,Road,2025-11-20,5,Hold
S2267,USA,Cat Lai,Furniture,1890.0,170837.0,Road,2025-06-29,5,Delivered
S2268,Germany,Danang,Furniture,3461.0,250160.0,Sea,2025-01-04,6,Delayed
S2269,Japan,Ho Chi Minh,Textiles,1491.0,192646.0,Sea,2025-05-06,6,Hold
S2270,Japan,Haiphong,Furniture,1544.0,264278.0,Sea,2025-06-24,3,Delayed
S2271,India,Cat Lai,Furniture,2354.0,294819.0,Air,2025-09-08,4,In Transit
S2272,South Korea,Danang,Electronics,3503.0,261681.0,Air,2025-01-21,4,Hold
S2273,South Korea,Cat Lai,Toys,3313.0,176635.0,Road,2025-04-15,1,Delivered
S2274,Thailand,Danang,Machinery,3973.0,16332.0,Air,2025-03-07,4,Hold
S2275,Vietnam,Ho Chi Minh,Textiles,1082.0,259817.0,Sea,2025-09-20,1,Delivered
S2276,China,Haiphong,Electronics,338.0,,Road,2025-02-18,7,Delayed
S2277,Thailand,Danang,Machinery,2862.0,3379890.0,Road,2025-01-16,5,Delivered
S2278,Germany,Danang,Spices,3954.0,204519.0,Air,2025-05-25,3,In Transit
S2279,USA,Danang,Electronics,3110.0,266849.0,Road,2025-12-06,3,In Transit
S2280,Japan,Danang,Pharmaceuticals,2520.0,85730.0,Air,2025-09-07,5,In Transit
S2281,Thailand,Haiphong,Electronics,1704.0,242474.0,Air,2025-12-09,6,Hold
S2282,China,Haiphong,Furniture,2663.0,295477.0,Road,2025-12-20,2,In Transit
S2283,China,Ho Chi Minh,Machinery,2753.0,288817.0,Air,2025-03-16,2,In Transit
S2284,Thailand,Haiphong,Textiles,932.0,45870.0,Air,2025-10-17,4,Hold
S2285,India,Danang,Textiles,,258017.0,Air,2025-10-09,6,Delayed
S2286,Japan,Ho Chi Minh,Machinery,623.0,132536.0,Air,2025-03-07,1,In Transit
S2287,India,Ho Chi Minh,Furniture,3678.0,289965.0,Road,2025-05-05,7,In Transit
S2288,USA,Ho Chi Minh,Automotive Parts,1791.0,30494.0,Sea,2025-11-15,3,Hold
S2289,China,Danang,Electronics,589.0,104477.0,Sea,2025-03-28,4,Delayed
S2290,China,Cat Lai,Furniture,541.0,210232.0,Air,2025-02-10,5,Delayed
S2291,Germany,Danang,Pharmaceuticals,1145.0,285790.0,Air,2025-07-05,6,Delayed
S2292,USA,Haiphong,Toys,813.0,128777.0,Air,2025-12-20,3,Hold
S2293,China,Haiphong,Spices,692.0,82360.0,Sea,2025-12-01,1,Delivered
S2294,USA,Danang,Machinery,391.0,138501.0,Air,2025-09-23,1,Delivered
S2295,Japan,Danang,Toys,698.0,65654.0,Road,2025-09-28,2,In Transit
S2296,South Korea,Ho Chi Minh,Electronics,1021.0,124975.0,Road,2025-02-11,4,In Transit
S2297,China,Danang,Textiles,1935.0,204215.0,Road,2025-04-03,5,In Transit
S2298,Germany,Ho Chi Minh,Spices,1456.0,107326.0,Sea,2025-07-04,3,Delivered
S2299,Japan,Haiphong,Toys,2168.0,82527.0,Air,2025-08-03,7,Hold
S2300,Thailand,Ho Chi Minh,Automotive Parts,426.0,171991.0,Air,2025-01-17,1,In Transit
S2301,USA,Danang,Toys,1594.0,101952.0,Air,2025-09-22,3,Hold
S2302,Thailand,Haiphong,Pharmaceuticals,2386.0,151895.0,Sea,2025-04-24,5,In Transit
S2303,India,Cat Lai,Textiles,3103.0,51015.0,Sea,2025-10-19,3,Hold
S2304,Japan,Ho Chi Minh,Machinery,1016.0,107877.0,Sea,2025-10-19,4,Hold
S2305,Thailand,Haiphong,Electronics,3420.0,282483.0,Sea,2025-02-17,2,Delivered
S2306,Vietnam,Ho Chi Minh,Machinery,3386.0,139563.0,Road,2025-11-03,3,Hold
S2307,Vietnam,Haiphong,Spices,1673.0,102493.0,Sea,2025-04-07,6,Delayed
S2308,China,Haiphong,Electronics,1286.0,151800.0,Sea,2025-04-05,2,Delivered
S2309,USA,Ho Chi Minh,Furniture,303.0,196480.0,Sea,2025-11-22,5,In Transit
S2310,South Korea,Cat Lai,Automotive Parts,2074.0,126648.0,Air,2025-03-15,2,Delivered
S2311,Japan,Haiphong,Furniture,1070.0,292307.0,Air,2025-12-02,3,Delayed
S2312,China,Haiphong,Furniture,867.0,153790.0,Air,2025-03-09,3,Delayed
S2313,Germany,Haiphong,Machinery,2242.0,92508.0,Road,2025-09-03,6,Hold
S2314,India,Cat Lai,Spices,472.0,219839.0,Road,2025-03-18,1,Delayed
S2315,USA,Cat Lai,Automotive Parts,1229.0,279270.0,Sea,2025-07-27,6,Delayed
S2316,Japan,Danang,Toys,3418.0,69926.0,Air,2025-09-11,3,Delayed
S2317,Vietnam,Ho Chi Minh,Electronics,2431.0,45633.0,Road,2025-08-09,7,Delayed
S2318,Japan,Cat Lai,Electronics,1251.0,213726.0,Air,2025-09-19,2,In Transit
S2319,South Korea,Ho Chi Minh,Pharmaceuticals,1773.0,8317.0,Road,2025-11-27,6,In Transit
S2320,Vietnam,Danang,Textiles,3390.0,197718.0,Road,2025-12-10,6,Delivered
S2321,South Korea,Ho Chi Minh,Pharmaceuticals,492.0,192035.0,Sea,2025-09-16,7,Hold
S2322,Germany,Cat Lai,Toys,3642.0,185388.0,Sea,2025-11-04,7,In Transit
S2323,India,Ho Chi Minh,Pharmaceuticals,3515.0,282648.0,Road,2025-03-15,7,Delayed
S2324,Germany,Cat Lai,Electronics,3851.0,204665.0,Sea,2025-05-05,1,Hold
S2325,China,Ho Chi Minh,Machinery,3997.0,217369.0,Road,2025-07-07,3,In Transit
S2326,China,Cat Lai,Furniture,3489.0,60501.0,Road,2025-09-11,3,Delivered
S2327,Germany,Cat Lai,Spices,2424.0,189381.0,Air,2025-11-17,5,Delayed
S2328,India,Ho Chi Minh,Furniture,3570.0,32043.0,Sea,2025-11-04,1,Hold
S2329,Germany,Danang,Furniture,3947.0,38635.0,Sea,2025-08-23,5,In Transit
S2330,India,Haiphong,Automotive Parts,2305.0,215387.0,Sea,2025-09-07,5,Hold
S2331,India,Danang,Electronics,1492.0,85691.0,Air,2025-11-28,5,In Transit
S2332,Thailand,Ho Chi Minh,Toys,507.0,282510.0,Air,2025-12-11,4,Delivered
S2333,Vietnam,Danang,Toys,3841.0,98944.0,Air,2025-03-13,5,Delayed
S2334,USA,Cat Lai,Spices,3559.0,208179.0,Sea,2025-08-23,6,Delivered
S2335,India,Haiphong,Machinery,1176.0,44236.0,Sea,2025-11-20,2,Delayed
S2336,South Korea,Ho Chi Minh,Automotive Parts,3376.0,271294.0,Sea,2025-06-05,6,Delayed
S2337,India,Ho Chi Minh,Textiles,1451.0,286567.0,Air,2025-04-25,6,Hold
S2338,India,Ho Chi Minh,Machinery,1470.0,9137.0,Air,2025-11-09,3,In Transit
S2339,India,Haiphong,Pharmaceuticals,2947.0,34992.0,Road,2025-08-16,4,Delivered
S2340,Thailand,Cat Lai,Machinery,1717.0,120140.0,Air,2025-11-18,5,Delivered
S2341,Vietnam,Ho Chi Minh,Machinery,2330.0,180993.0,Road,2025-12-12,3,Delivered
S2342,Thailand,Danang,Furniture,1409.0,126225.0,Sea,2025-09-02,1,Hold
S2343,China,Ho Chi Minh,Machinery,2499.0,215047.0,Air,2025-11-02,1,Hold
S2344,Thailand,Ho Chi Minh,Toys,1578.0,24122.0,Sea,2025-01-14,3,Hold
S2345,South Korea,Ho Chi Minh,Pharmaceuticals,1973.0,291100.0,Sea,2025-01-16,2,Delayed
S2346,South Korea,Ho Chi Minh,Pharmaceuticals,1919.0,68879.0,Sea,2025-02-11,3,Delivered
S2347,Thailand,Cat Lai,Electronics,2242.0,63560.0,Sea,2025-04-20,3,Delayed
S2348,Vietnam,Danang,Machinery,995.0,204757.0,Air,2025-10-05,4,Delivered
S2349,Germany,Cat Lai,Furniture,1096.0,242268.0,Sea,2025-11-20,1,Delivered
S2350,USA,Danang,Machinery,2161.0,268312.0,Road,2025-01-19,1,In Transit
S2351,Vietnam,Ho Chi Minh,Textiles,409.0,171969.0,Air,2025-03-07,5,Delivered
S2352,Thailand,Haiphong,Textiles,3063.0,151104.0,Sea,2025-06-16,6,Hold
S2353,India,Cat Lai,Furniture,2856.0,270660.0,Air,2025-03-14,3,Hold
S2354,Japan,Haiphong,Electronics,2694.0,,Road,2025-11-06,3,Hold
S2355,USA,Cat Lai,Electronics,2707.0,35373.0,Sea,2025-04-22,2,In Transit
S2356,USA,Ho Chi Minh,Pharmaceuticals,1167.0,127026.0,Road,2025-10-01,7,In Transit
S2357,South Korea,Cat Lai,Pharmaceuticals,671.0,35270.0,Sea,2025-03-26,7,Delayed
S2358,USA,Ho Chi Minh,Automotive Parts,3991.0,237931.0,Road,2025-05-19,1,Delivered
S2359,Thailand,Cat Lai,Furniture,2617.0,200889.0,Sea,2025-02-08,2,Delivered
S2360,India,Ho Chi Minh,Machinery,3147.0,70184.0,Air,2025-04-15,4,Hold
S2361,India,Ho Chi Minh,Spices,3763.0,215765.0,Sea,2025-11-20,5,Hold
S2362,China,Danang,Furniture,1122.0,42879.0,Air,2025-10-08,2,Hold
S2363,India,Ho Chi Minh,Automotive Parts,336.0,8626.0,Sea,2025-05-03,1,Hold
S2364,Vietnam,Danang,Pharmaceuticals,566.0,90936.0,Sea,2025-08-06,4,Hold
S2365,India,Ho Chi Minh,Furniture,3159.0,239873.0,Road,2025-03-02,3,Hold
S2366,South Korea,Haiphong,Furniture,383.0,86515.0,Road,2025-04-10,4,Delivered
S2367,India,Ho Chi Minh,Pharmaceuticals,3859.0,213137.0,Road,2025-11-03,6,In Transit
S2368,China,Haiphong,Toys,3558.0,60390.0,Sea,2025-12-20,2,Hold
S2369,Japan,Haiphong,Automotive Parts,2719.0,228032.0,Sea,2025-07-23,1,Delivered
S2370,Thailand,Ho Chi Minh,Pharmaceuticals,1598.0,,Sea,2025-09-15,2,Hold
S2371,South Korea,Haiphong,Electronics,2901.0,149454.0,Air,2025-01-05,3,Delayed
S2372,Vietnam,Danang,Machinery,2996.0,9025.0,Air,2025-07-16,7,Delayed
S2373,Japan,Cat Lai,Pharmaceuticals,736.0,259043.0,Sea,2025-06-29,3,Delivered
S2374,South Korea,Ho Chi Minh,Automotive Parts,3782.0,123910.0,Road,2025-12-08,1,In Transit
S2375,Germany,Haiphong,Textiles,3049.0,101055.0,Road,2025-05-13,6,Delayed
S2376,USA,Ho Chi Minh,Electronics,1802.0,210782.0,Road,2025-11-20,5,Delayed
S2377,Germany,Danang,Textiles,1473.0,288539.0,Sea,2025-09-10,4,In Transit
S2378,India,Ho Chi Minh,Spices,3167.0,277869.0,Road,2025-09-22,4,Delayed
S2379,Japan,Ho Chi Minh,Pharmaceuticals,2757.0,38461.0,Sea,2025-04-03,3,Hold
S2380,India,Haiphong,Electronics,2877.0,263072.0,Air,2025-05-30,2,In Transit
S2381,USA,Danang,Machinery,3249.0,46115.0,Road,2025-05-18,7,Delayed
S2382,South Korea,Cat Lai,Pharmaceuticals,1296.0,115084.0,Air,2025-07-27,2,In Transit
S2383,USA,Cat Lai,Machinery,1505.0,164762.0,Road,2025-05-05,6,Hold
S2384,China,Haiphong,Toys,1115.0,268551.0,Sea,2025-08-22,5,Delayed
S2385,USA,Ho Chi Minh,Furniture,3631.0,78568.0,Sea,2025-03-02,2,Delivered
S2386,China,Haiphong,Textiles,3281.0,63560.0,Sea,2025-11-03,4,Delayed
S2387,USA,Haiphong,Electronics,3482.0,153866.0,Sea,2025-09-23,7,Delayed
S2388,Thailand,Haiphong,Machinery,351.0,155953.0,Road,2025-05-14,2,Hold
S2389,China,Ho Chi Minh,Automotive Parts,1228.0,,Air,2025-11-14,7,Delivered
S2390,Japan,Danang,Machinery,1418.0,241770.0,Sea,2025-04-23,5,Delivered
S2391,India,Haiphong,Automotive Parts,2177.0,231024.0,Road,2025-07-10,4,Delivered
S2392,Vietnam,Ho Chi Minh,Pharmaceuticals,3554.0,185775.0,Air,2025-07-06,7,Hold
S2393,India,Danang,Electronics,2711.0,96288.0,Sea,2025-11-15,2,Hold
S2394,Germany,Haiphong,Machinery,3384.0,254836.0,Air,2025-03-30,4,Hold
S2395,India,Cat Lai,Spices,470.0,19390.0,Sea,2025-07-06,3,Hold
S2396,South Korea,Danang,Machinery,1386.0,223547.0,Air,2025-11-03,3,Hold
S2397,Thailand,Haiphong,Toys,659.0,32307.0,Air,2025-05-12,6,Delivered
S2398,USA,Danang,Spices,304.0,232436.0,Sea,2025-12-26,3,In Transit
S2399,Germany,Danang,Electronics,3964.0,230121.0,Road,2025-05-03,2,Hold
S2400,South Korea,Danang,Toys,3827.0,256063.0,Air,2025-02-17,5,In Transit
S2401,South Korea,Danang,Machinery,3553.0,29502.0,Sea,2025-10-15,4,Delayed
S2402,China,Danang,Automotive Parts,1910.0,27486.0,Air,2025-06-28,7,Delayed
S2403,India,Danang,Machinery,2409.0,,Air,2025-06-29,1,Hold
S2404,Japan,Haiphong,Textiles,2598.0,193788.0,Road,2025-04-09,3,Delayed
S2405,Vietnam,Cat Lai,Pharmaceuticals,633.0,233300.0,Air,2025-11-26,3,In Transit
S2406,Japan,Ho Chi Minh,Furniture,3099.0,108920.0,Air,2025-02-03,1,Delayed
S2407,Germany,Danang,Automotive Parts,,217566.0,Sea,2025-03-11,7,Delayed
S2408,Thailand,Ho Chi Minh,Textiles,1694.0,67785.0,Sea,2025-06-20,7,In Transit
S2409,Japan,Haiphong,Spices,3403.0,81050.0,Road,2025-09-29,1,Delayed
S2410,USA,Danang,Pharmaceuticals,286.0,27738.0,Air,2025-02-28,7,Hold
S2411,Japan,Cat Lai,Electronics,1911.0,79231.0,Air,2025-06-30,2,In Transit
S2412,Germany,Ho Chi Minh,Automotive Parts,2430.0,78606.0,Air,2025-01-19,7,In Transit
S2413,Vietnam,Danang,Furniture,2615.0,232369.0,Road,2025-08-14,4,Delivered
S2414,Japan,Haiphong,Pharmaceuticals,328.0,282267.0,Air,2025-04-05,7,Delivered
S2415,USA,Cat Lai,Spices,1469.0,161688.0,Sea,2025-10-24,3,In Transit
S2416,China,Ho Chi Minh,Toys,3872.0,278326.0,Road,2025-03-22,5,In Transit
S2417,Thailand,Ho Chi Minh,Toys,1801.0,167403.0,Sea,2025-06-24,2,Delivered
S2418,Germany,Danang,Furniture,869.0,182170.0,Sea,2025-08-10,2,Hold
S2419,China,Cat Lai,Electronics,3649.0,31128.0,Road,2025-04-13,7,Delayed
S2420,China,Cat Lai,Electronics,348.0,,Sea,2025-02-23,5,Delayed
S2421,China,Cat Lai,Spices,1184.0,263470.0,Air,2025-07-02,5,Delayed
S2422,South Korea,Cat Lai,Automotive Parts,1051.0,157948.0,Road,2025-12-17,6,In Transit
S2423,Thailand,Haiphong,Spices,1656.0,145021.0,Sea,2025-11-14,5,Hold
S2424,Vietnam,Cat Lai,Machinery,827.0,56962.0,Air,2025-12-21,7,Delivered
S2425,India,Ho Chi Minh,Electronics,3997.0,95054.0,Air,2025-12-15,7,Hold
S2426,Thailand,Ho Chi Minh,Pharmaceuticals,1692.0,207278.0,Sea,2025-11-17,1,Hold
S2427,South Korea,Haiphong,Machinery,2693.0,29099.0,Air,2025-03-09,3,Delayed
S2428,India,Ho Chi Minh,Toys,2244.0,240943.0,Road,2025-01-28,6,Delivered
S2429,Thailand,Ho Chi Minh,Toys,3752.0,188683.0,Sea,2025-10-01,7,Hold
S2430,China,Cat Lai,Textiles,1083.0,174957.0,Air,2025-10-09,1,Delivered
S2431,Germany,Ho Chi Minh,Furniture,2541.0,201292.0,Air,2025-12-26,6,In Transit
S2432,India,Haiphong,Machinery,1988.0,12837.0,Sea,2025-11-07,3,Delayed
S2433,USA,Cat Lai,Furniture,3414.0,185427.0,Sea,2025-04-29,6,Delivered
S2434,USA,Danang,Spices,449.0,183371.0,Sea,2025-05-14,1,In Transit
S2435,Japan,Cat Lai,Machinery,3125.0,253003.0,Sea,2025-05-09,4,In Transit
S2436,India,Haiphong,Spices,1147.0,107413.0,Road,2025-01-08,7,In Transit
S2437,Germany,Cat Lai,Textiles,1174.0,56012.0,Sea,2025-02-20,3,Hold
S2438,Vietnam,Cat Lai,Electronics,1525.0,135193.0,Road,2025-12-07,2,Hold
S2439,South Korea,Haiphong,Toys,3296.0,223168.0,Road,2025-10-08,3,Delayed
S2440,China,Cat Lai,Textiles,3036.0,153178.0,Sea,2025-06-24,3,Delayed
S2441,Japan,Haiphong,Toys,1183.0,63123.0,Road,2025-07-02,3,In Transit
S2442,USA,Haiphong,Electronics,1088.0,116825.0,Sea,2025-07-11,4,Delayed
S2443,South Korea,Danang,Spices,3137.0,13720.0,Sea,2025-09-06,7,Hold
S2444,South Korea,Ho Chi Minh,Electronics,2317.0,173733.0,Air,2025-08-23,1,Delayed
S2445,China,Ho Chi Minh,Toys,2872.0,251103.0,Sea,2025-03-24,7,Delivered
S2446,Vietnam,Cat Lai,Toys,1074.0,229970.0,Air,2025-04-03,2,Hold
S2447,Vietnam,Cat Lai,Furniture,3383.0,229866.0,Road,2025-11-08,1,In Transit
S2448,India,Danang,Pharmaceuticals,3635.0,155862.0,Air,2025-09-25,6,In Transit
S2449,USA,Danang,Textiles,1526.0,63655.0,Road,2025-04-30,6,Delayed
S2450,Vietnam,Danang,Machinery,670.0,195715.0,Sea,2025-03-12,6,Hold
S2451,Germany,Haiphong,Toys,21870.0,98448.0,Road,2025-01-17,1,In Transit
S2452,Vietnam,Danang,Textiles,290.0,183446.0,Road,2025-09-10,5,In Transit
S2453,South Korea,Danang,Furniture,729.0,178979.0,Sea,2025-05-02,4,Hold
S2454,China,Cat Lai,Electronics,860.0,186143.0,Road,2025-01-10,5,Hold
S2455,Germany,Danang,Furniture,938.0,125507.0,Sea,2025-10-14,7,In Transit
S2456,India,Haiphong,Automotive Parts,,65186.0,Air,2025-11-12,6,Delayed
S2457,USA,Haiphong,Automotive Parts,1071.0,127066.0,Sea,2025-11-22,4,Delayed
S2458,India,Cat Lai,Machinery,1886.0,186323.0,Sea,2025-09-30,1,Delayed
S2459,South Korea,Danang,Furniture,391.0,201243.0,Road,2025-11-02,6,Delivered
S2460,Germany,Danang,Spices,2186.0,41160.0,Air,2025-10-20,1,Hold
S2461,Germany,Haiphong,Machinery,3823.0,24156.0,Sea,2025-07-29,4,In Transit
S2462,Germany,Danang,Spices,3513.0,81208.0,Air,2025-08-06,1,Delivered
S2463,South Korea,Danang,Machinery,2385.0,154001.0,Air,2025-08-29,1,Delayed
S2464,South Korea,Danang,Automotive Parts,544.0,236226.0,Road,2025-07-19,2,Delivered
S2465,India,Ho Chi Minh,Machinery,3451.0,246766.0,Sea,2025-08-04,7,In Transit
S2466,Japan,Cat Lai,Automotive Parts,1208.0,200413.0,Road,2025-07-24,5,In Transit
S2467,India,Ho Chi Minh,Toys,3983.0,217909.0,Sea,2025-08-04,5,Hold
S2468,USA,Cat Lai,Electronics,2750.0,70439.0,Air,2025-03-21,5,Delayed
S2469,China,Haiphong,Spices,402.0,143266.0,Sea,2025-09-24,3,Delayed
S2470,Germany,Danang,Furniture,772.0,207459.0,Sea,2025-02-04,2,Delivered
S2471,Japan,Cat Lai,Toys,,126361.0,Air,2025-10-16,6,Delayed
S2472,China,Ho Chi Minh,Toys,2252.0,217986.0,Air,2025-01-18,6,Delivered
S2473,Japan,Danang,Machinery,2113.0,202286.0,Sea,2025-06-14,6,In Transit
S2474,Vietnam,Haiphong,Automotive Parts,3508.0,34777.0,Road,2025-01-13,5,In Transit
S2475,Vietnam,Cat Lai,Textiles,1916.0,,Sea,2025-07-21,7,In Transit
S2476,Thailand,Cat Lai,Spices,,162255.0,Air,2025-08-17,5,In Transit
S2477,Vietnam,Cat Lai,Toys,2796.0,203110.0,Road,2025-12-12,7,In Transit
S2478,India,Danang,Machinery,2303.0,186649.0,Air,2025-01-01,2,Delivered
S2479,Vietnam,Ho Chi Minh,Pharmaceuticals,642.0,283011.0,Air,2025-11-15,7,In Transit
S2480,South Korea,Ho Chi Minh,Electronics,1460.0,67501.0,Road,2025-08-05,1,Delivered
S2481,Germany,Cat Lai,Electronics,1069.0,150338.0,Air,2025-02-03,5,In Transit
S2482,India,Haiphong,Textiles,3468.0,171280.0,Air,2025-12-25,6,Delivered
